,AirT,PP2,PP7,WFPS25cm,NH4,NO3,DAF_TD,Year,DAF_SD,Month
1513,15.722249084182994,0.2960250841468175,67.85769879468177,0.37668266538383494,2.6319521038176372,4.6982121498436324,476.9533818765123,2008,439.72029125907386,8
3113,24.348819962862592,0.0,37.96278368827197,0.3467375913922105,3.1517884727226724,15.173312208633224,151.01517357285596,2007,127.36930991017901,8
1194,-7.7,0.0,11.0,0.7600553064028963,11.144425,21.822068,270.0,2017,231.0,2
2486,8.79195592364306,0.0,24.082566686846732,0.3999239300065899,11.712290135785972,7.316680064974304,46.692105397817755,2006,661.4794962702064,4
2082,18.629253866828613,0.0,11.697431581250601,0.3590734838711214,5.290336098247717,16.095172326017472,399.3153916141694,2006,359.3153916141694,6
433,-0.7,0.0,13.459999999999999,0.6213787274205504,9.259418,27.208134,294.0,2013,260.0,2
201,19.6,0.0,0.0,0.640528533611322,17.186217,41.087404,35.0,2012,1.0,6
326,16.4,19.56,53.34,0.7246172431035621,9.074568,22.243736,168.0,2012,134.0,10
1474,23.768000000000004,0.0,3.108886040834108,0.11480532159585724,12.68061914163056,22.411774518977275,373.8472409476706,2012,335.0472409476707,7
3154,13.121156318886651,3.3359117446740654,36.100662114648046,0.4739915532210858,7.401651025448147,3.942123569844302,210.3224292734373,2004,19.322429273437308,4
2983,21.93425748786736,0.22740220869273287,1.8345571264655716,0.5390420737237698,18.425126130202933,20.79871293867469,19.899353906306487,2012,78.93809474717216,5
1765,8.990567107144349,1.4677625710200843,26.236255956984007,0.5209686346849287,4.4551489223367975,4.208702724180386,513.2095652193829,2009,476.20956521938285,9
1023,13.2,1.0,7.0,0.6283844988625773,11.030353,31.760266,30.0,2016,357.0,6
2134,5.311914600523806,0.0007846723458223015,24.055832769872875,0.3900498078388484,3.8574074882452534,2.0114539264890205,332.0313868938329,2009,295.021970825683,4
2871,6.795443368498305,0.7103716721119461,5.352075558519999,0.3900729406284826,6.20224028259084,11.025802793489289,212.37023562860406,2009,196.02067125554018,11
830,19.6,0.0,12.950000000000001,0.5515587332177002,2.092332,13.220205,111.0,2014,72.0,8
85,23.38,1.52,84.07,0.335330615942029,25.958511363636365,18.61415909090909,56.0,2008,19.0,7
281,23.8,0.0,2.03,0.41118846462778047,4.464134,18.28303,119.0,2012,85.0,9
3302,20.810055046239157,0.0,0.008370120161755867,0.12684271438216416,6.668817730847661,11.656958397139876,115.5670354283074,2007,91.156291887695,7
624,-2.7,6.1,28.450000000000003,0.751769121265855,7.964996,18.22488,190.0,2013,153.0,11
3059,7.691844253547524,4.985885407242206,9.692083467202439,0.38252769934490033,5.218398570284668,5.9640134367373445,699.553189650777,2011,659.553189650777,3
3490,14.281526855848357,26.904716568466284,35.74920067361971,0.40488095780545935,7.533848429683032,12.12183255581251,200.0664303322846,2008,178.4895191139077,10
1183,4.5,4.0,36.0,0.7319112940198627,11.179538,21.680089,259.0,2017,220.0,1
1545,23.768000000000004,0.0,2.281274186282542,0.11532981880061131,12.711196484251252,20.379885001994346,377.84465062081773,2012,339.0446506208178,7
920,3.2,0.0,18.0,0.6783294619978983,10.576265,23.474812,282.0,2016,235.0,2
236,21.8,16.76,23.62,0.48453647600608163,13.843244,108.090445,73.0,2012,39.0,7
2598,19.113618176498612,9.630136429573717,89.28232427082739,0.3964138766492894,2.067220532782664,4.83542885764086,51.026639190659154,2010,42.03127209338248,6
2016,17.467563033561458,0.13383093792036094,4.812338124159278,0.48594363178595223,8.28626801623291,6.737217418665422,399.36772785234473,2007,359.2063671140685,6
377,-3.8,0.0,22.35,0.630848073199659,8.82552,25.75682,230.0,2012,196.0,12
1443,21.718744019245058,2.549146821796959,6.357477986947272,0.20846511241085297,11.917743722964595,7.193747213779231,430.44727200083713,2008,393.19187105951295,7
397,-4.1,0.0,43.7,0.6015024356157663,8.831582,26.467929,253.0,2013,219.0,1
1171,1.5,15.0,15.0,0.8029454772581724,10.404491,21.087764,198.0,2016,159.0,11
1070,22.5,5.0,35.0,0.521106237849633,6.55684,27.034157,80.0,2016,41.0,7
1247,9.3,7.0,10.0,0.7591153991811057,10.453527,25.990256,365.0,2017,326.0,5
356,11.3,0.25,0.25,0.7058841419542661,9.005887,24.754537,208.0,2012,174.0,12
2688,23.939939907514393,0.0,24.193801458829814,0.243515561494663,5.1792919669584645,3.797741019949978,63.65092241837435,2007,38.65092241837435,5
2464,17.192762108745235,5.246771594812521,39.89651600802473,0.4079472043858185,6.185471808603557,2.890375195624308,234.25507358555168,2004,43.25507358555168,5
1514,22.572021631992595,28.316752863292912,30.814485517919778,0.3639093358194253,5.05878118593302,20.089486738446865,432.3227055831326,2006,392.3227055831326,7
98,18.75,0.0,2.03,0.11380917874396136,11.007628787878787,6.927914141414146,443.0,2009,406.0,7
2243,19.258166449153503,1.079389900820338,5.320925662789149,0.3554409388933517,4.980325837978504,9.880769623711004,384.4031209216282,2005,340.8010403072094,5
1404,20.496390894365256,0.0,12.03627601089235,0.23778893837215878,7.719175155203031,10.125898021486403,400.5832764695148,2012,361.7832764695148,8
879,-6.5,6.09,10.91,0.7351138093055155,8.374472,16.549635,193.0,2014,154.0,11
2228,5.499105801083364,1.1068506099301916,35.035422457027195,0.4001140554813313,5.368560808563197,4.130643248844165,329.525187848329,2011,289.85201381582806,3
3296,10.748299125791643,6.33211784963636,16.842016660952847,0.3987578857186625,6.866173877895685,5.498932554535047,178.41352568027227,2005,488.8756757916933,5
1645,11.275250576670329,0.0,1.5794743889519431,0.34920277594610044,6.910586510963138,7.227412250554263,351.5225402168394,2006,311.5225402168394,4
1199,-1.9,16.0,17.0,0.7642971216931658,11.134084,21.851828,275.0,2017,236.0,2
3338,14.590310851650159,23.26586988118973,80.63383755165276,0.40865276321108657,12.785236639600077,15.944878587268256,22.951180053147365,2010,13.951180053147365,4
3092,19.35970225526649,0.0,2.6221094569953673,0.25265480865467843,7.264748908679205,9.400608438232913,130.47472915400397,2010,116.15739731213324,8
1198,4.8,16.0,7.0,0.7634487576394626,11.078172,21.832686,274.0,2017,235.0,2
96,16.09,0.0,0.0,0.26216757246376815,10.81427678571429,5.0731964285714275,413.0,2009,376.0,6
1820,11.445564529714716,0.0,0.0,0.3506002990063597,5.367654564974316,25.242184494255792,346.3330301482595,2003,294.3330301482595,4
700,2.5,1.27,6.09,0.6982833802673348,10.348248,21.425554,328.0,2014,291.0,3
1141,14.1,0.0,31.0,0.7386374697242213,10.458033,18.22835,163.0,2016,124.0,10
1072,19.1,22.0,36.0,0.548795093798448,5.285435,22.982181,82.0,2016,43.0,7
2205,12.415948385613174,0.7239654934097108,12.94088319469858,0.37746111930235543,3.8246608942076876,4.503823205781768,501.95474101869956,2009,464.95474101869956,9
745,21.6,6.1,33.79,0.7231160801304365,19.480781,32.968935,11.0,2014,343.0,5
2980,14.077512521817596,20.414025017911868,27.22408809285114,0.373872017865192,5.06432323061239,13.369257854952178,177.6072706307918,2007,152.6072706307918,9
2712,18.04561992298679,1.2233003019153974,24.415151358619287,0.36289274461425364,4.301826003053438,5.352831466794292,315.8223243484588,2004,124.82232434845878,8
850,18.1,0.0,5.84,0.5526917521274721,4.038246,13.077363,133.0,2014,94.0,9
1066,24.4,28.0,22.0,0.47325300958686667,8.945534,33.475616,76.0,2016,37.0,7
2178,7.650700182287052,1.482761041712418,8.625108744235344,0.41047342825112487,5.838168986385563,6.669091111949591,540.4539731021563,2006,500.4539731021563,10
1208,-5.7,1.0,43.0,0.7732464992621338,10.677761,22.764274,298.0,2017,259.0,3
509,18.77,5.08,39.62,0.6228552520161291,33.43784075,22.393318,66.0,2013,3.0,7
2740,26.05403664106036,0.0,0.14719735616221707,0.19314311581962335,7.258633430041373,9.763866761469522,74.52896846028091,2010,59.891662334100985,6
1946,20.968785304529042,21.083203696355376,25.295555412774846,0.3484754346178275,4.931450701004223,21.753136805549765,426.8379497260204,2006,386.8379497260204,7
1470,13.277349695356119,0.0,21.787827951258674,0.5190498040617892,5.9700048356333335,8.1625587535499,436.4746082169442,2011,397.46051507266947,8
2336,3.750541826133675,0.2335726704679686,17.585998154330284,0.4214832473876883,5.425216738337146,18.032896470519347,326.16084511442546,2006,278.8042255721272,3
637,0.1,0.0,0.51,0.6843956056364451,8.615585,18.798273,210.0,2013,173.0,12
3126,17.92692687759302,0.0,0.0,0.34019594128774944,4.2663720166421095,5.061100529957805,360.87897064442006,2004,169.87897064442006,9
3177,15.258390826044256,0.0,11.70668223633964,0.373093513093008,12.863384845805898,10.541613258077057,39.7287277021909,2007,14.7287277021909,4
1931,12.521229520190827,0.6609738116065372,31.375006989614178,0.40677135870545195,5.876380154105076,6.4899165201436695,333.2045182016263,2007,293.2045182016263,3
2331,13.423781394727271,0.0,1.4646157934445097,0.366788302269196,9.057698521373519,9.438275997469319,333.46761530292997,2008,321.3087412167322,4
1201,-1.0,1.0,17.0,0.7577112602960322,11.139715,21.8867,277.0,2017,238.0,2
642,-7.8,0.0,2.29,0.6908474384887253,8.650249,19.068636,215.0,2013,178.0,12
2672,13.264270063983242,10.139760531366257,14.668445792338455,0.34993092713861745,7.047790762533639,11.397265239996269,167.28423787716136,2007,147.42118938580677,9
2646,1.7504746207196273,6.061132516659708,17.450481272063172,0.4793892257375674,7.479881136591024,8.196314116427843,632.411143420987,2010,593.037913673373,2
1655,18.256877937291442,1.0126837706933485,2.3570325317884486,0.23520577233823442,11.568326025276342,5.787004636396255,420.07551979523737,2009,383.07551979523737,6
2230,5.439894656650765,7.122702884282269,30.825510087869397,0.4871196792671755,4.234433896350431,3.109257615768483,337.81474806889287,2009,299.9179083693699,3
1892,5.763826944136018,0.15477252691220633,13.949928298919975,0.3576841769908608,5.250093832581495,4.535837190324093,336.66726150708354,2012,296.66726150708354,3
1826,18.62868915759942,0.0,11.697593839332294,0.3590656943074171,5.290389615757047,16.094713117207867,399.31436951601705,2006,359.31436951601705,6
2349,6.268093912286165,0.19570458705348134,3.1247499066205857,0.41048148238568927,5.579654700301256,26.416246249936943,332.7814346644207,2003,280.7814346644207,3
2824,13.784439515715132,3.1488637239473194,18.973911466933504,0.4442249454986277,7.693637281347277,4.31435392440077,224.43902677531617,2004,33.43902677531618,5
1687,24.376423080989714,2.7788278438888088,10.036712623308418,0.20380385493385583,8.113323238785336,9.901460369391778,444.56289530027493,2007,406.0,7
2568,13.88692450652724,13.493410519171892,20.845201426425387,0.3650569051143487,5.402177263682754,12.596564918560922,164.62401987162488,2007,141.62544551289778,9
1241,8.8,3.0,43.0,0.762719110444826,9.697458,24.833855,359.0,2017,320.0,5
3156,19.700088489169666,1.6950455476764352,41.33667976139777,0.3747684899013318,5.948526635033917,9.617569143571837,60.51396543435801,2010,46.20672587848176,6
846,12.376,0.25,30.98,0.4201132729734014,5.843713778947369,7.15052247368421,121.0,2014,90.0,9
2936,9.373047431230228,5.75268609241802,22.68983786932823,0.5310472755784443,10.587503581479202,5.329924256863519,206.34444315550158,2004,15.344443155501567,4
2317,8.490610000298743,2.4323372403285615,50.33916199745376,0.3887091260210776,4.663735525057072,6.970206797236973,508.63331035100845,2003,458.2165862285296,9
1182,4.2,0.0,36.0,0.7285607377965468,11.174613,21.66931,258.0,2017,219.0,1
2901,11.909573248949188,3.1894447324506485,6.703073480832848,0.3770675831891529,12.890534066486143,7.71756353699367,167.53226554615114,2011,159.57131163198224,10
2128,12.945865187726731,0.701005742512096,31.106401288993638,0.4081440892553967,5.894498347323174,6.621424476836612,333.51973025600074,2007,293.51973025600074,3
2508,5.252738924806934,0.7963284533627805,2.8626569067255607,0.4007710485070442,9.80048980110806,5.429700877560507,194.4035482249181,2008,285.46952996690305,9
2908,24.17922567165266,0.016764426789457332,2.631964394280125,0.2989013563048103,5.238754776053764,7.849549207876796,286.07492082625635,2004,95.07492082625636,7
171,2.71,0.5,9.89,0.5257400822580646,13.765504799999999,19.3289358,275.0,2012,275.0,3
3391,20.405564311659926,0.32901293415537314,0.6755933731195523,0.09352087196223846,7.010119380324044,7.267166516329073,111.23555219666353,2006,63.58501957144553,6
2502,23.52590392664864,0.0,41.915614969101576,0.3590161061001561,3.303692190254957,14.699659180022024,145.54300887650766,2007,122.9204784115174,8
538,17.4,11.43,13.209999999999999,0.5659766485370457,4.020405,17.00221,85.0,2013,48.0,7
1200,-8.6,1.0,16.0,0.7651454842511852,11.140108,21.8647,276.0,2017,237.0,2
1812,23.768000000000004,0.0,2.7617649469936554,0.11502530883072973,12.693444043254257,21.559549278583358,375.52385445995907,2012,336.7238544599591,7
638,2.0,0.0,0.51,0.6908474384887253,8.62599,18.848033,211.0,2013,174.0,12
3115,3.993689931419598,2.7948541372373423,47.896369133298265,0.45300579345764447,3.5702036274683024,7.272270632788089,661.0881441948342,2013,621.5955307250437,3
2303,21.745243366686765,17.73341734580287,25.310461676240998,0.29855135464622146,3.746855371547271,5.960969972791892,474.20733585105467,2003,423.244015106328,8
1371,19.88256297716562,0.0,7.207872770863182,0.35579925306566734,6.927173969998785,14.137929280373893,407.65836200399207,2006,368.65524775548914,6
782,24.8,30.74,71.38,0.6778893614985804,40.150722,41.783876,50.0,2014,11.0,6
2831,17.41435293086363,2.8793842363085695,7.486910435997221,0.34191861680819163,6.843290631528181,9.15701764917117,144.72380082555975,2011,133.69623013414738,9
3256,17.205960422673726,27.581115401604645,71.09713915594469,0.4170244576771437,9.024746569299369,10.641934005574331,40.36711518321684,2010,31.36711518321684,5
0,0.55,0.0,0.0,0.3700965646646834,5.35037109375,3.1144765625,356.0,2002,312.0,3
2827,14.926268812962967,25.222241779791077,32.84938744171636,0.3844328330746335,6.148302339401431,13.166800261283306,186.268049111867,2007,161.268049111867,9
1847,17.155380987532872,47.086620936141784,96.18626213337893,0.4072020436027995,5.367562637512833,4.339175989777332,475.87881527466186,2005,435.1517069226331,8
895,-7.2,0.0,1.0,0.5814965130218309,10.576236,23.026865,249.0,2016,202.0,1
347,3.3,1.27,1.52,0.6789495954933238,9.203736,24.192673,199.0,2012,165.0,11
1279,21.0,8.0,15.0,0.5306573548059244,27.992507,38.943422,54.0,2017,12.0,7
1095,23.3,2.0,22.0,0.711410504621618,2.347298,12.637025,108.0,2016,69.0,8
295,13.1,0.0,9.649999999999999,0.38447332222445396,6.312472,20.165399,133.0,2012,99.0,9
418,2.1,2.29,13.46,0.7457533375066003,9.043011,26.95699,279.0,2013,245.0,2
306,13.5,0.0,15.24,0.45798964013656374,7.131828,21.224576,144.0,2012,110.0,9
1082,26.6,8.0,0.0,0.4702522695856342,3.254556,14.94776,95.0,2016,56.0,8
2470,12.26959380476259,10.775193741270122,16.051536779564593,0.37329419735014546,6.287620110929206,11.958768483846065,166.06288988698287,2008,146.59719994147557,9
3220,13.033931562395349,20.765788842946836,26.724265507310953,0.387954317819966,7.501653607277724,12.802100337874583,211.65962696039355,2007,186.65962696039355,10
2403,20.52593660328098,0.0,1.5452873919070875,0.2953824119136727,12.474284794668879,17.74052892196126,347.6840224948337,2009,308.39458910308366,5
211,20.9,1.52,4.32,0.5057233991368105,38.95174,74.574142,46.0,2012,12.0,6
1137,14.0,0.0,18.0,0.7381905374083679,9.976765,17.900497,159.0,2016,120.0,10
1966,11.517408758834335,2.0166162824013734,21.935077261534815,0.40012453743482906,5.532438710996574,5.976750965598819,347.45657124167747,2009,307.45657124167747,4
1488,29.017136656232996,5.333790828913143,18.587666993833935,0.2903811519537082,5.346445223655956,12.253891586533358,446.9935626625685,2006,407.1504409777109,8
2953,15.232900641712083,16.646443906965324,71.58966876263875,0.4226148673113838,10.484794576777448,14.475564166728962,37.76693786081643,2011,29.375421302178477,5
2554,12.037825269272819,0.1845816256638854,5.106758310034162,0.3401016202423318,5.232379269173621,4.635998173807378,369.56505385456376,2004,178.56505385456376,9
584,10.815999999999999,12.04,25.96,0.49669584276506634,4.9335678000000005,38.0535572,141.0,2013,83.2,9
2278,13.161091666102742,0.09356438675028642,0.9818216888091178,0.3751735749578445,9.835745196657939,9.968093448188043,318.4720837672431,2012,324.7770252891583,4
2941,23.589851204131367,0.0,0.7430379921202317,0.09427468604673285,5.945117650538869,3.745717162051774,73.41195479749332,2007,49.080605409075076,5
3529,19.18992129161235,0.0,14.127414806139598,0.32714889434121336,12.411318663566533,22.996103560728876,18.051660062962824,2009,4.757441362715984,4
1683,19.22769935455688,0.0,7.865716090986407,0.46833793708373683,7.21500000404974,11.424684626322186,402.43719692999684,2007,363.97487877199876,6
1536,17.983336724963113,0.15587938773316917,10.0385679594688,0.33544086409430585,5.15925526814983,15.019784566295796,397.0,2005,354.0542477908692,6
1809,15.263493839641058,40.219325798872305,92.00172125686231,0.4066029999786124,5.32002358432047,4.80301328032175,481.9890319153508,2005,439.74314494709427,8
835,21.0,0.25,13.46,0.5215880941263489,2.068673,12.900657,117.0,2014,78.0,9
1764,17.603951386532685,0.0,1.0351368024924892,0.4328457927284326,5.632505764448969,6.494653124195365,361.5536591789719,2007,323.0,5
3213,17.64622870200391,0.0,15.834650636295464,0.35288746984148434,12.753770180163725,23.658433743834344,12.879626608973206,2009,1.0,4
1077,20.8,0.0,0.0,0.5382509030246627,3.020641,15.876873,90.0,2016,51.0,8
2122,5.104858898033777,2.801638564472991,6.154628937542381,0.41667178066631266,5.015254240610653,11.260406431087327,550.3654112943748,2003,502.3172943528126,11
1336,19.029242053878967,12.332290793093403,18.618932975471264,0.3298040020947645,4.777410414856038,23.765766636734977,420.2026701843228,2006,380.2026701843228,7
1248,14.4,3.0,7.0,0.7573135436013343,13.454039,29.099862,3.0,2017,329.0,5
3131,16.655612392006052,0.0033779430191533677,43.34967067797275,0.4136869248264451,10.175159009898625,14.509535713941482,46.80815860977821,2013,40.397220325786314,5
3343,14.514173767967407,10.068082409775606,15.393449264581403,0.3534559860524985,4.74855408927815,12.0631750721113,158.5145747016454,2008,138.4303763901171,9
658,-4.2,28.189999999999998,41.14,0.6908474384887253,8.902694,19.452535,231.0,2013,194.0,12
3443,15.496751284878451,0.0,14.321747013643387,0.36119770471547935,4.533889215556199,4.815265063620757,336.08099933678744,2004,145.08099933678744,8
822,20.6,0.0,2.29,0.3536328566838006,2.547118,14.462493,99.0,2014,60.0,8
3111,17.692348903723996,19.77940024803905,24.33965814857967,0.3500593017905605,8.562153280368726,11.897629961935145,173.9358272599194,2007,152.816897813571,9
3510,21.391035172964948,0.21722308330883977,0.21722308330883977,0.5383059914630053,19.584607566478947,23.328213861725388,16.495600332059666,2013,82.29560033205966,5
582,11.2,0.0,8.64,0.47275520015409334,4.092531,14.342753,131.0,2013,94.0,9
2540,12.099470422787379,0.35234450772850867,9.748198047155405,0.3776861789657468,4.812972064012066,4.246881489018601,381.8940845574757,2004,190.8940845574757,9
217,25.4,0.0,0.0,0.42224239518162526,34.689127,92.7393,52.0,2012,18.0,6
2519,12.15882937500648,4.694123534455899,11.030203657120692,0.4028229172608933,12.930019142092593,7.87472714333937,164.64060101009352,2012,157.0178297258212,9
3300,9.407913595397961,0.6002964612034809,28.577813229441805,0.3747939956923718,12.771375289556165,7.723235250732966,28.196261601993882,2006,662.8392028393125,3
34,18.15,9.398,61.20129999999999,0.38410597826086956,3.1511875,5.66340625,328.0,2004,137.0,8
3375,15.182462556381514,0.0,49.21096956749772,0.43222297308913143,6.694131098410032,7.839325439180396,104.21533569182118,2012,96.79424911556706,7
767,15.0,6.6,22.86,0.6566990819694485,6.574387,20.412568,34.0,2014,366.0,6
1635,10.735257408769835,0.500836327767018,27.349662107073687,0.4039421973973354,5.051340742145229,4.952844698296181,333.6901113422959,2007,295.0,4
3239,13.577649167200438,3.0414911258345056,18.41353416068774,0.44718548618001097,7.7655577081919205,4.379030550915218,223.43519013204096,2004,32.43519013204096,5
3133,11.978761018495074,0.023842486047307467,0.6596421139755065,0.30409061734513954,5.634227118215062,5.008823678195828,357.75220369901473,2004,166.75220369901473,9
680,-10.7,0.0,13.97,0.38017561179220033,5.981139705882353,8.00022181372549,278.0,2014,294.0,2
1807,18.530161354587825,10.222412063577133,15.602628939144044,0.3189912398270926,5.695384729817765,20.96309051875021,418.93094773684544,2006,379.3891129924831,6
930,8.0,0.0,2.0,0.7213353890856137,10.412567,23.693612,295.0,2016,248.0,2
2602,17.229203971079244,0.0,38.31672547498876,0.3942200381004537,10.399514049045138,16.95673344962549,38.70686917050678,2012,30.941573220851154,5
2378,13.631794969663096,0.7656708089109748,30.672512513887554,0.41036151195152804,5.923765338471815,6.833854168814051,334.028904007173,2006,294.028904007173,3
3382,14.23987739346814,24.729313571424605,84.90314923998207,0.41454127344703107,12.832800832834817,15.151303355396454,24.388068594153047,2010,15.414831945473946,5
2326,19.891455293891607,0.0,12.610579483306683,0.2583863815773707,7.14400271980403,10.527838148428422,400.78039327015654,2011,361.8114096165629,7
3000,19.45836291937204,0.0,4.781603566173151,0.30093875286760446,13.050042804062787,13.994708944316503,43.36450577616472,2007,18.364505776164723,5
249,24.4,5.08,15.49,0.33071876270984885,6.072905,64.34492,86.0,2012,52.0,8
719,8.1,0.51,21.580000000000002,0.6341333286857039,10.125344,22.60375,348.0,2014,311.0,4
2651,19.379221933858847,0.0,0.2353755866146714,0.1598495239916089,6.91483003197651,11.077452237888956,124.2280691952537,2006,83.84525526689326,6
1472,20.982620200952702,13.168855336996856,29.827504414232706,0.3214003934799389,3.6608655808886326,5.746999050738226,470.14210627062477,2005,424.5719291529168,8
2783,12.855470727504066,23.654500199878786,30.644326937138626,0.3913893051420255,9.002794278681563,10.662005696765526,200.09729556357124,2007,179.91171922452457,10
179,9.99,0.0,34.29,0.5131255693548389,14.862812199999999,23.3889986,304.0,2012,304.0,4
1932,15.745100227309065,0.0,0.7835679883519597,0.3295788355623955,6.382199377899098,15.58882769140701,358.62737000995253,2004,312.79719668988923,4
2061,19.18563520469499,0.21515538720769264,2.6499330982367884,0.12077716686343065,10.783532346466602,7.1581459247423185,443.12100977908193,2008,406.0,7
594,16.5,0.0,0.0,0.44781788839553754,5.127319,15.914857,146.0,2013,109.0,9
2588,22.12128590848311,14.02342002674322,31.9156432984041,0.3534864015615482,3.0167731707877117,5.08028786420163,49.56900642601825,2010,40.56900642601825,5
1990,16.15953264367189,0.36391786014832483,3.9882464195550256,0.4802059736775582,8.92633497950921,4.345740341684227,396.27485654966284,2009,359.27485654966284,6
2276,18.959176886792566,0.5374568549229872,3.476402443836616,0.3151667439532313,4.461523655700426,15.041148280261595,395.1566649749226,2003,343.1566649749226,5
3164,20.542020281997615,0.0,36.42743659106432,0.3417221882056345,7.337564710557729,8.769853660189423,54.55532990729425,2009,37.77461930088999,5
1959,5.368185268257723,5.911623254984691,26.789066759377956,0.4721535771502226,3.7420435713577107,2.3466649341555006,337.8185268257723,2009,300.8185268257723,4
2923,18.99355968812558,1.9729163335395599,43.22052417523325,0.3902288634330916,6.109122065683036,10.565707089477439,60.43428922335784,2011,47.87992630948552,6
1518,20.309947255548717,6.291262986358832,14.76842925454242,0.36424605969370505,4.877978381639697,21.349255162331545,412.821711130989,2006,372.821711130989,6
1319,5.531554037630578,2.6719967397629585,5.878059711494313,0.4158419477303668,5.106213801576186,10.782999461645876,549.8209836840439,2004,502.58950815797806,11
2014,14.394675817413244,0.06691419336732529,1.0639042844286382,0.38092251178414216,10.651240853004653,10.870752767394249,314.4638946824457,2012,328.6572934457174,4
2552,18.96644988258392,0.0,0.0,0.28848430015995746,13.957274184906746,15.017063809882448,42.609058592165795,2007,17.60905859216579,5
621,8.5,5.34,24.380000000000003,0.7553040713511856,7.84316,18.146901,187.0,2013,150.0,11
123,11.76,0.25,20.57,0.7214154838709679,16.175500000000003,103.6475,93.0,2010,93.0,9
1087,22.5,34.0,133.0,0.7347248244062116,2.926893,13.337435,100.0,2016,61.0,8
3472,8.40300575719024,2.3768935156964046,10.865505373405295,0.5310472755784443,10.127030980450538,5.8470123416252155,199.68729441208987,2004,8.687294412089877,4
2197,22.477858573656572,26.41636452837372,29.32159238164026,0.3552647745946955,5.096340702362798,19.710092926148395,432.8982085622497,2005,391.67671130924583,7
629,3.5,31.25,37.6,0.7591812483264729,8.24447,18.392844,196.0,2013,159.0,11
2302,19.45830827917161,5.804925912054401,39.50581165844279,0.35739676359392697,3.4477929458883936,5.359699886873396,465.3115403213185,2008,427.79230645245434,8
2060,19.9947904810902,1.8109298765394746,9.716773995003699,0.2568654623037318,5.917803579401823,17.1760918498157,431.73910876764165,2003,381.0435649294334,7
1226,4.3,2.0,8.0,0.7696325348977192,10.372526,23.334252,316.0,2017,277.0,3
2142,20.475554976019726,0.0,12.109683480439175,0.23856169543413444,7.686965653189205,10.088288964512376,400.6736055952902,2012,361.87360559529026,8
3201,12.717820407067139,0.0,2.333582218442525,0.3062728589108446,5.54330419310298,5.094016912289572,350.8170862876535,2004,159.8170862876535,8
3017,17.358507499702526,20.919127621983314,23.792230039834784,0.34385824886831545,7.452671647746891,12.680005315507298,176.17938508264433,2007,153.62457862975197,9
1450,17.23131991730417,0.0,0.5507158924954193,0.5234333338405311,3.298268388141071,5.32971822344425,360.12046122040067,2008,323.0,5
2820,20.845662709467696,0.05708015886260426,0.05708015886260426,0.107323679131797,6.612230335866617,10.954157464074662,114.1534828913662,2007,89.1534828913662,7
681,-7.15,0.0,30.990000000000002,0.4078885926399426,6.214595588235295,8.262729983660131,298.0,2014,314.0,2
263,19.8,1.27,45.98,0.5440824942451485,3.248449,29.511958,100.0,2012,66.0,8
1533,8.695853587701897,1.7104460018760865,32.00645090234984,0.501334872862231,4.533726856115192,4.7687534205759405,512.8797294007289,2007,473.07905290255115,9
696,-6.2,0.25,15.75,0.6585230340124258,10.380656,21.226819,324.0,2014,287.0,3
1049,24.0,3.0,4.0,0.5285537679849507,28.236873,57.806638,59.0,2016,20.0,7
2156,20.31168208105602,1.9634739338808203,8.319950709502974,0.23914011528064688,8.019870877097508,13.836296456148128,430.86693005213937,2005,384.5322797914424,7
2749,15.747598793782362,20.453000851097457,22.00035744682052,0.34045161496546694,5.034864174948275,13.911683517731904,176.2094501592086,2007,151.2094501592086,9
2601,14.521121332660949,3.28923743293893,14.05962983657593,0.40392276832812285,7.663899267230675,6.482298188751186,687.2502950875423,2008,648.5005901750847,3
447,-0.3,10.66,10.66,0.722435224974392,9.567519,27.422205,308.0,2013,274.0,3
1770,20.9358981107863,0.7413334212578272,1.7254616311372135,0.14209936556163597,7.637296979326343,12.930236827150592,440.4966514579113,2004,393.3525472303425,7
199,23.8,0.0,0.0,0.6239602870322802,9.247829,35.723892,33.0,2012,363.0,6
2415,12.274326473618158,0.0,1.3575637271719638,0.3875540152745634,6.0744403294025044,6.79366643366314,352.8842597532205,2006,313.51234633762726,4
3415,16.073080439710957,2.579828756900545,10.894586215540349,0.40641281331991197,7.056009907894064,6.432890138245703,687.6587053788713,2008,649.3174107577427,3
41,16.21,0.0,0.0,0.22558605072463767,6.804421874999998,4.006453125,560.0,2005,369.0,4
407,-5.3,0.0,4.57,0.5560003293379091,8.794558,26.76008,263.0,2013,229.0,1
1386,15.146220006897801,1.1985807598552682,1.5556769605789271,0.34950700754238684,7.526964054691719,5.073266360045849,388.1247124432241,2008,349.43764377838795,6
580,20.3,0.0,8.64,0.5032991810311064,3.906009,14.166299,129.0,2013,92.0,9
2677,18.023508986158006,6.23714684439379,69.1815813055632,0.41589662565941987,4.306417576125621,9.0608535784982,55.57700423200833,2011,47.373004968009774,6
1871,9.5827202332372,3.81622166482269,20.3503852482597,0.41716087626350906,4.604729661176062,5.969198607612336,515.5539323261454,2006,473.2230338369273,10
2779,19.762640776409874,0.0,18.29755869352807,0.30459716690267136,5.0398718508789955,13.596973680648913,127.8901678243664,2008,108.1544591347555,8
2237,19.95898420357854,0.6249972993084918,3.9200297076065898,0.31838442099874986,4.39331442223099,14.97068656820454,397.12601827642845,2003,345.31504569107113,6
